"","locus","stratum","num.genotyped","num.missing","prop.genotyped","num.alleles","allelic.richness","prop.unique.alleles","exptd.het","obsvd.het","obs_minus_exp","num.snps"
"912","locus088","Bird's Head-Winter",8,0,1,2,0.25,0,0.458333333333333,0.375,0.0833333333333333,1
"913","locus093","Bird's Head-Winter",8,0,1,1,0.125,0,0,0,0,1
"914","locus096","Bird's Head-Winter",8,0,1,2,0.25,0,0.233333333333333,0.25,-0.0166666666666667,1
"915","locus098","Bird's Head-Winter",8,0,1,2,0.25,0,0.325,0.375,-0.05,1
"916","locus100","Bird's Head-Winter",8,0,1,2,0.25,0,0.4,0.5,-0.1,3
"917","locus106","Bird's Head-Winter",8,0,1,1,0.125,0,0,0,0,1
"918","locus110","Bird's Head-Winter",6,2,0.75,2,0.333333333333333,0,0.409090909090909,0.375,0.0340909090909091,1
"919","locus116","Bird's Head-Winter",8,0,1,2,0.25,0,0.458333333333333,0.375,0.0833333333333333,1
"920","locus119","Bird's Head-Winter",8,0,1,2,0.25,0,0.458333333333333,0.375,0.0833333333333333,1
"921","locus120","Bird's Head-Winter",8,0,1,2,0.25,0.125,0.125,0.125,0,1
"922","locus126","Bird's Head-Winter",7,1,0.875,2,0.285714285714286,0.142857142857143,0.362637362637363,0.375,-0.0123626373626373,1
"923","locus128","Bird's Head-Winter",8,0,1,2,0.25,0,0.325,0.375,-0.05,1
"924","locus129","Bird's Head-Winter",8,0,1,2,0.25,0,0.5,0.5,0,2
"925","locus130","Bird's Head-Winter",8,0,1,2,0.25,0,0.325,0.375,-0.05,1
"926","locus134","Bird's Head-Winter",8,0,1,2,0.25,0,0.325,0.375,-0.05,1
"927","locus135","Bird's Head-Winter",8,0,1,3,0.375,0,0.566666666666667,0.625,-0.0583333333333333,2
"928","locus137","Bird's Head-Winter",8,0,1,2,0.25,0,0.525,0.375,0.15,1
"929","locus139","Bird's Head-Winter",8,0,1,2,0.25,0.125,0.125,0.125,0,1
"930","locus140","Bird's Head-Winter",8,0,1,2,0.25,0.125,0.125,0.125,0,1
"931","locus146","Bird's Head-Winter",8,0,1,2,0.25,0,0.5,0.75,-0.25,1
"932","locus148","Bird's Head-Winter",8,0,1,2,0.25,0,0.533333333333333,0.75,-0.216666666666667,1
"933","locus151","Bird's Head-Winter",8,0,1,2,0.25,0,0.4,0.5,-0.1,1
"934","locus157","Bird's Head-Winter",8,0,1,2,0.25,0,0.533333333333333,0.75,-0.216666666666667,1
"935","locus161","Bird's Head-Winter",8,0,1,2,0.25,0,0.325,0.375,-0.05,1
"936","locus165","Bird's Head-Winter",8,0,1,2,0.25,0,0.5,0.5,0,1
"937","locus170","Bird's Head-Winter",8,0,1,2,0.25,0,0.458333333333333,0.375,0.0833333333333333,1
"938","locus176","Bird's Head-Winter",8,0,1,2,0.25,0,0.525,0.375,0.15,1
"939","locus184","Bird's Head-Winter",8,0,1,2,0.25,0,0.4,0.5,-0.1,1
"940","locus186","Bird's Head-Winter",8,0,1,2,0.25,0,0.233333333333333,0.25,-0.0166666666666667,1
"941","locus188","Bird's Head-Winter",8,0,1,3,0.375,0,0.658333333333333,0.625,0.0333333333333333,2
"942","locus189","Bird's Head-Winter",8,0,1,2,0.25,0,0.525,0.375,0.15,2
"943","locus190","Bird's Head-Winter",8,0,1,2,0.25,0,0.4,0.5,-0.1,1
"944","locus191","Bird's Head-Winter",8,0,1,2,0.25,0,0.5,0.5,0,1
"945","locus192","Bird's Head-Winter",8,0,1,2,0.25,0,0.458333333333333,0.125,0.333333333333333,1
"946","locus195","Bird's Head-Winter",8,0,1,2,0.25,0,0.458333333333333,0.625,-0.166666666666667,1
"947","locus202","Bird's Head-Winter",8,0,1,2,0.25,0,0.525,0.625,-0.1,1
"948","locus210","Bird's Head-Winter",8,0,1,2,0.25,0,0.5,0.25,0.25,1
"949","locus215","Bird's Head-Winter",8,0,1,2,0.25,0,0.458333333333333,0.625,-0.166666666666667,1
"950","locus227","Bird's Head-Winter",8,0,1,2,0.25,0,0.325,0.375,-0.05,1
"951","locus231","Bird's Head-Winter",8,0,1,2,0.25,0,0.4,0.5,-0.1,1
"952","locus235","Bird's Head-Winter",8,0,1,2,0.25,0,0.525,0.625,-0.1,1
"953","locus236","Bird's Head-Winter",8,0,1,2,0.25,0,0.458333333333333,0.375,0.0833333333333333,1
"954","locus237","Bird's Head-Winter",8,0,1,2,0.25,0,0.233333333333333,0.25,-0.0166666666666667,2
"955","locus239","Bird's Head-Winter",8,0,1,2,0.25,0,0.4,0.25,0.15,1
"956","locus248","Bird's Head-Winter",8,0,1,2,0.25,0,0.233333333333333,0.25,-0.0166666666666667,1
"957","locus255","Bird's Head-Winter",8,0,1,2,0.25,0,0.5,0.5,0,1
"958","locus256","Bird's Head-Winter",8,0,1,2,0.25,0,0.525,0.875,-0.35,1
"959","locus263","Bird's Head-Winter",8,0,1,2,0.25,0,0.233333333333333,0.25,-0.0166666666666667,1
"960","locus264","Bird's Head-Winter",8,0,1,2,0.25,0,0.525,0.375,0.15,1
"961","locus274","Bird's Head-Winter",8,0,1,2,0.25,0,0.458333333333333,0.375,0.0833333333333333,1
"962","locus280","Bird's Head-Winter",8,0,1,2,0.25,0,0.458333333333333,0.375,0.0833333333333333,1
"963","locus282","Bird's Head-Winter",8,0,1,2,0.25,0,0.458333333333333,0.375,0.0833333333333333,1
"964","locus286","Bird's Head-Winter",8,0,1,2,0.25,0.125,0.125,0.125,0,1
"965","locus291","Bird's Head-Winter",8,0,1,2,0.25,0,0.325,0.375,-0.05,2
"966","locus292","Bird's Head-Winter",8,0,1,2,0.25,0,0.458333333333333,0.375,0.0833333333333333,1
"967","locus296","Bird's Head-Winter",8,0,1,2,0.25,0,0.325,0.125,0.2,1
"968","locus301","Bird's Head-Winter",8,0,1,2,0.25,0,0.4,0.25,0.15,1
"969","locus314","Bird's Head-Winter",7,1,0.875,2,0.285714285714286,0.142857142857143,0.538461538461538,0.375,0.163461538461538,1
"970","locus321","Bird's Head-Winter",8,0,1,2,0.25,0,0.533333333333333,0.5,0.0333333333333333,1
"971","locus322","Bird's Head-Winter",8,0,1,2,0.25,0,0.325,0.375,-0.05,1
"972","locus323","Bird's Head-Winter",8,0,1,2,0.25,0,0.325,0.375,-0.05,1
"973","locus329","Bird's Head-Winter",8,0,1,2,0.25,0,0.5,0.75,-0.25,1
"974","locus332","Bird's Head-Winter",8,0,1,2,0.25,0,0.458333333333333,0.375,0.0833333333333333,1
"975","locus349","Bird's Head-Winter",8,0,1,2,0.25,0,0.458333333333333,0.625,-0.166666666666667,1
"976","locus358","Bird's Head-Winter",8,0,1,2,0.25,0,0.4,0.5,-0.1,1
"977","locus359","Bird's Head-Winter",8,0,1,2,0.25,0,0.4,0.25,0.15,1
"978","locus360","Bird's Head-Winter",8,0,1,2,0.25,0,0.525,0.625,-0.1,1
"979","Dc00544","In-water, Indonesia",1,2,0.333333333333333,2,2,2,1,0.333333333333333,0.666666666666667,1
"980","Dc01018","In-water, Indonesia",2,1,0.666666666666667,1,0.5,0.5,0,0,0,1
"981","Dc01661","In-water, Indonesia",3,0,1,2,0.666666666666667,0,0.6,0.333333333333333,0.266666666666667,2
"982","Dc01707","In-water, Indonesia",3,0,1,4,1.33333333333333,0.666666666666667,0.866666666666667,1,-0.133333333333333,2
"983","Dc01784","In-water, Indonesia",3,0,1,2,0.666666666666667,0,0.6,0.333333333333333,0.266666666666667,1
"984","Dc02951","In-water, Indonesia",3,0,1,2,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,-1.11022302462516e-16,1
"985","Dc03456","In-water, Indonesia",3,0,1,2,0.666666666666667,0,0.533333333333333,0.666666666666667,-0.133333333333333,1
"986","Dc03556","In-water, Indonesia",3,0,1,2,0.666666666666667,0,0.533333333333333,0.666666666666667,-0.133333333333333,1
"987","Dc05864","In-water, Indonesia",0,3,0,0,NA,NA,NA,0,NA,2
"988","Dc06503","In-water, Indonesia",0,3,0,0,NA,NA,NA,0,NA,1
"989","Dc07300","In-water, Indonesia",3,0,1,3,1,0.333333333333333,0.733333333333333,0.666666666666667,0.0666666666666665,2
"990","Dc07937","In-water, Indonesia",3,0,1,1,0.333333333333333,0,0,0,0,2
"991","Dc08054","In-water, Indonesia",3,0,1,1,0.333333333333333,0,0,0,0,2
"992","Dc08189","In-water, Indonesia",2,1,0.666666666666667,2,1,1.5,0.666666666666667,0,0.666666666666667,2
"993","Dc08463","In-water, Indonesia",3,0,1,2,0.666666666666667,0,0.533333333333333,0.666666666666667,-0.133333333333333,1
"994","Dc08578","In-water, Indonesia",1,2,0.333333333333333,1,1,1,0,0,0,2
"995","Dc08865","In-water, Indonesia",3,0,1,2,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,-1.11022302462516e-16,2
"996","Dc10003","In-water, Indonesia",0,3,0,0,NA,NA,NA,0,NA,1
"997","Dc10390","In-water, Indonesia",3,0,1,1,0.333333333333333,0,0,0,0,1
"998","Dc10878","In-water, Indonesia",1,2,0.333333333333333,2,2,2,1,0.333333333333333,0.666666666666667,1
"999","Dc10885","In-water, Indonesia",3,0,1,3,1,0.333333333333333,0.733333333333333,1,-0.266666666666667,2
"1000","Dc11203","In-water, Indonesia",3,0,1,2,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,-1.11022302462516e-16,2
"1001","Dc11714","In-water, Indonesia",3,0,1,2,0.666666666666667,0,0.533333333333333,0.666666666666667,-0.133333333333333,1
"1002","Dc13159","In-water, Indonesia",2,1,0.666666666666667,3,1.5,1.5,0.833333333333333,0.666666666666667,0.166666666666667,2
"1003","Dc13592","In-water, Indonesia",3,0,1,2,0.666666666666667,0,0.533333333333333,0.666666666666667,-0.133333333333333,2
"1004","Dc14022","In-water, Indonesia",3,0,1,1,0.333333333333333,0,0,0,0,1
"1005","Dc14945","In-water, Indonesia",3,0,1,1,0.333333333333333,0,0,0,0,1
"1006","Dc16747","In-water, Indonesia",1,2,0.333333333333333,1,1,1,0,0,0,1
"1007","Dc18951","In-water, Indonesia",3,0,1,2,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,-1.11022302462516e-16,1
"1008","Dc20232","In-water, Indonesia",3,0,1,1,0.333333333333333,0,0,0,0,2
"1009","Dc22883","In-water, Indonesia",2,1,0.666666666666667,3,1.5,1.5,0.833333333333333,0.666666666666667,0.166666666666667,2
"1010","Dc22887","In-water, Indonesia",3,0,1,1,0.333333333333333,0,0,0,0,1
"1011","Dc27955","In-water, Indonesia",2,1,0.666666666666667,2,1,1,0.5,0.333333333333333,0.166666666666667,1
"1012","Dc28124","In-water, Indonesia",3,0,1,1,0.333333333333333,0,0,0,0,1
"1013","Dc28776","In-water, Indonesia",3,0,1,2,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,-1.11022302462516e-16,1
"1014","Dc30071","In-water, Indonesia",3,0,1,2,0.666666666666667,0,0.6,0.333333333333333,0.266666666666667,1
"1015","Dc31007","In-water, Indonesia",2,1,0.666666666666667,1,0.5,0.5,0,0,0,1
"1016","Dc33714","In-water, Indonesia",3,0,1,3,1,0.333333333333333,0.733333333333333,1,-0.266666666666667,2
"1017","Dc33907","In-water, Indonesia",3,0,1,2,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,-1.11022302462516e-16,1
"1018","Dc34902","In-water, Indonesia",3,0,1,2,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,-1.11022302462516e-16,1
"1019","Dc35779","In-water, Indonesia",3,0,1,1,0.333333333333333,0,0,0,0,1
"1020","Dc36571","In-water, Indonesia",1,2,0.333333333333333,2,2,2,1,0.333333333333333,0.666666666666667,1
"1021","Dc36616","In-water, Indonesia",3,0,1,1,0.333333333333333,0,0,0,0,1
"1022","Dc36767","In-water, Indonesia",0,3,0,0,NA,NA,NA,0,NA,2
"1023","Dc40235","In-water, Indonesia",3,0,1,2,0.666666666666667,0.333333333333333,0.533333333333333,0,0.533333333333333,1
"1024","Dc41234","In-water, Indonesia",1,2,0.333333333333333,2,2,2,1,0.333333333333333,0.666666666666667,2
"1025","Dc46984","In-water, Indonesia",3,0,1,3,1,0.333333333333333,0.733333333333333,1,-0.266666666666667,2
"1026","Dc47572","In-water, Indonesia",3,0,1,2,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,-1.11022302462516e-16,2
"1027","Dc47935","In-water, Indonesia",3,0,1,3,1,0.666666666666667,0.6,0.666666666666667,-0.0666666666666667,3
"1028","Dc48207","In-water, Indonesia",2,1,0.666666666666667,1,0.5,0.5,0,0,0,1
"1029","Dc48950","In-water, Indonesia",3,0,1,3,1,0.666666666666667,0.733333333333333,0.333333333333333,0.4,2
"1030","Dc49080","In-water, Indonesia",3,0,1,2,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,-1.11022302462516e-16,1
"1031","Dc49184","In-water, Indonesia",3,0,1,3,1,0.666666666666667,0.6,0.333333333333333,0.266666666666667,2
"1032","Dc51020","In-water, Indonesia",3,0,1,1,0.333333333333333,0,0,0,0,1
"1033","Dc52523","In-water, Indonesia",3,0,1,3,1,0.666666666666667,0.733333333333333,0.333333333333333,0.4,2
"1034","Dc55481","In-water, Indonesia",1,2,0.333333333333333,2,2,2,1,0.333333333333333,0.666666666666667,1
"1035","Dc58248","In-water, Indonesia",3,0,1,2,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,-1.11022302462516e-16,2
"1036","Dc62188","In-water, Indonesia",3,0,1,2,0.666666666666667,0,0.6,0.333333333333333,0.266666666666667,2
"1037","Dc67011","In-water, Indonesia",3,0,1,2,0.666666666666667,0,0.533333333333333,0.666666666666667,-0.133333333333333,1
"1038","locus002","In-water, Indonesia",0,3,0,0,NA,NA,NA,0,NA,1
"1039","locus003","In-water, Indonesia",3,0,1,1,0.333333333333333,0,0,0,0,1
"1040","locus004","In-water, Indonesia",3,0,1,1,0.333333333333333,0,0,0,0,1
"1041","locus005","In-water, Indonesia",3,0,1,2,0.666666666666667,0,0.6,0.333333333333333,0.266666666666667,1
"1042","locus006","In-water, Indonesia",3,0,1,2,0.666666666666667,0,0.6,1,-0.4,1
"1043","locus008","In-water, Indonesia",3,0,1,2,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,-1.11022302462516e-16,1
"1044","locus013","In-water, Indonesia",3,0,1,2,0.666666666666667,0,0.6,0.333333333333333,0.266666666666667,1
"1045","locus014","In-water, Indonesia",3,0,1,2,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,-1.11022302462516e-16,1
"1046","locus016","In-water, Indonesia",3,0,1,1,0.333333333333333,0,0,0,0,1
"1047","locus022","In-water, Indonesia",3,0,1,2,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,-1.11022302462516e-16,2
"1048","locus024","In-water, Indonesia",3,0,1,2,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,-1.11022302462516e-16,1
"1049","locus025","In-water, Indonesia",3,0,1,2,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,-1.11022302462516e-16,1
"1050","locus027","In-water, Indonesia",0,3,0,0,NA,NA,NA,0,NA,1
"1051","locus030","In-water, Indonesia",3,0,1,2,0.666666666666667,0.333333333333333,0.533333333333333,0,0.533333333333333,1
"1052","locus035","In-water, Indonesia",3,0,1,1,0.333333333333333,0,0,0,0,1
"1053","locus038","In-water, Indonesia",2,1,0.666666666666667,2,1,1,0.5,0.333333333333333,0.166666666666667,1
"1054","locus039","In-water, Indonesia",3,0,1,2,0.666666666666667,0,0.533333333333333,0.666666666666667,-0.133333333333333,1
"1055","locus040","In-water, Indonesia",2,1,0.666666666666667,1,0.5,0.5,0,0,0,1
"1056","locus041","In-water, Indonesia",0,3,0,0,NA,NA,NA,0,NA,1
"1057","locus045","In-water, Indonesia",3,0,1,2,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,-1.11022302462516e-16,2
"1058","locus047","In-water, Indonesia",3,0,1,2,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,-1.11022302462516e-16,1
"1059","locus048","In-water, Indonesia",3,0,1,1,0.333333333333333,0,0,0,0,1
"1060","locus053","In-water, Indonesia",3,0,1,1,0.333333333333333,0,0,0,0,2
"1061","locus055","In-water, Indonesia",3,0,1,1,0.333333333333333,0,0,0,0,1
"1062","locus056","In-water, Indonesia",3,0,1,2,0.666666666666667,0,0.6,0.333333333333333,0.266666666666667,1
"1063","locus058","In-water, Indonesia",3,0,1,2,0.666666666666667,0,0.533333333333333,0.666666666666667,-0.133333333333333,1
"1064","locus060","In-water, Indonesia",3,0,1,1,0.333333333333333,0,0,0,0,1
"1065","locus061","In-water, Indonesia",3,0,1,2,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,-1.11022302462516e-16,2
"1066","locus062","In-water, Indonesia",3,0,1,2,0.666666666666667,0,0.533333333333333,0.666666666666667,-0.133333333333333,1
"1067","locus064","In-water, Indonesia",3,0,1,2,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,-1.11022302462516e-16,1
"1068","locus065","In-water, Indonesia",3,0,1,1,0.333333333333333,0,0,0,0,1
"1069","locus073","In-water, Indonesia",3,0,1,2,0.666666666666667,0,0.533333333333333,0.666666666666667,-0.133333333333333,1
"1070","locus074","In-water, Indonesia",3,0,1,2,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,-1.11022302462516e-16,1
"1071","locus076","In-water, Indonesia",2,1,0.666666666666667,2,1,1,0.5,0.333333333333333,0.166666666666667,1
"1072","locus077","In-water, Indonesia",3,0,1,1,0.333333333333333,0,0,0,0,1
"1073","locus080","In-water, Indonesia",3,0,1,2,0.666666666666667,0,0.533333333333333,0.666666666666667,-0.133333333333333,1
"1074","locus083","In-water, Indonesia",1,2,0.333333333333333,2,2,2,1,0.333333333333333,0.666666666666667,1
"1075","locus088","In-water, Indonesia",3,0,1,2,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,-1.11022302462516e-16,1
"1076","locus093","In-water, Indonesia",1,2,0.333333333333333,1,1,1,0,0,0,1
"1077","locus096","In-water, Indonesia",3,0,1,2,0.666666666666667,0,0.533333333333333,0.666666666666667,-0.133333333333333,1
"1078","locus098","In-water, Indonesia",3,0,1,2,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,-1.11022302462516e-16,1
"1079","locus100","In-water, Indonesia",3,0,1,1,0.333333333333333,0,0,0,0,3
"1080","locus106","In-water, Indonesia",3,0,1,1,0.333333333333333,0,0,0,0,1
"1081","locus110","In-water, Indonesia",1,2,0.333333333333333,1,1,1,0,0,0,1
"1082","locus116","In-water, Indonesia",3,0,1,2,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,-1.11022302462516e-16,1
"1083","locus119","In-water, Indonesia",3,0,1,2,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,-1.11022302462516e-16,1
"1084","locus120","In-water, Indonesia",3,0,1,2,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,-1.11022302462516e-16,1
"1085","locus126","In-water, Indonesia",0,3,0,0,NA,NA,NA,0,NA,1
"1086","locus128","In-water, Indonesia",2,1,0.666666666666667,1,0.5,0.5,0,0,0,1
"1087","locus129","In-water, Indonesia",3,0,1,2,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,-1.11022302462516e-16,2
"1088","locus130","In-water, Indonesia",1,2,0.333333333333333,1,1,1,0,0,0,1
"1089","locus134","In-water, Indonesia",2,1,0.666666666666667,2,1,0.5,0.666666666666667,0.666666666666667,0,1
"1090","locus135","In-water, Indonesia",3,0,1,3,1,0.666666666666667,0.6,0.666666666666667,-0.0666666666666667,2
"1091","locus137","In-water, Indonesia",3,0,1,1,0.333333333333333,0,0,0,0,1
"1092","locus139","In-water, Indonesia",3,0,1,2,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,-1.11022302462516e-16,1
"1093","locus140","In-water, Indonesia",3,0,1,2,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,-1.11022302462516e-16,1
"1094","locus146","In-water, Indonesia",3,0,1,2,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,-1.11022302462516e-16,1
"1095","locus148","In-water, Indonesia",3,0,1,2,0.666666666666667,0,0.533333333333333,0.666666666666667,-0.133333333333333,1
"1096","locus151","In-water, Indonesia",2,1,0.666666666666667,2,1,1.5,0.666666666666667,0,0.666666666666667,1
"1097","locus157","In-water, Indonesia",0,3,0,0,NA,NA,NA,0,NA,1
"1098","locus161","In-water, Indonesia",3,0,1,2,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,-1.11022302462516e-16,1
"1099","locus165","In-water, Indonesia",3,0,1,2,0.666666666666667,0,0.6,1,-0.4,1
"1100","locus170","In-water, Indonesia",3,0,1,1,0.333333333333333,0,0,0,0,1
"1101","locus176","In-water, Indonesia",3,0,1,2,0.666666666666667,0,0.533333333333333,0.666666666666667,-0.133333333333333,1
"1102","locus184","In-water, Indonesia",3,0,1,2,0.666666666666667,0,0.533333333333333,0.666666666666667,-0.133333333333333,1
"1103","locus186","In-water, Indonesia",3,0,1,1,0.333333333333333,0,0,0,0,1
"1104","locus188","In-water, Indonesia",3,0,1,3,1,0,0.8,1,-0.2,2
"1105","locus189","In-water, Indonesia",3,0,1,2,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,-1.11022302462516e-16,2
"1106","locus190","In-water, Indonesia",3,0,1,2,0.666666666666667,0,0.6,0.333333333333333,0.266666666666667,1
"1107","locus191","In-water, Indonesia",1,2,0.333333333333333,2,2,2,1,0.333333333333333,0.666666666666667,1
"1108","locus192","In-water, Indonesia",3,0,1,2,0.666666666666667,0,0.533333333333333,0.666666666666667,-0.133333333333333,1
"1109","locus195","In-water, Indonesia",2,1,0.666666666666667,2,1,1,0.5,0.333333333333333,0.166666666666667,1
"1110","locus202","In-water, Indonesia",3,0,1,2,0.666666666666667,0,0.533333333333333,0.666666666666667,-0.133333333333333,1
"1111","locus210","In-water, Indonesia",2,1,0.666666666666667,2,1,0.5,0.666666666666667,0.666666666666667,0,1
"1112","locus215","In-water, Indonesia",3,0,1,2,0.666666666666667,0,0.6,1,-0.4,1
"1113","locus227","In-water, Indonesia",3,0,1,2,0.666666666666667,0,0.6,0.333333333333333,0.266666666666667,1
"1114","locus231","In-water, Indonesia",0,3,0,0,NA,NA,NA,0,NA,1
"1115","locus235","In-water, Indonesia",3,0,1,2,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,-1.11022302462516e-16,1
"1116","locus236","In-water, Indonesia",3,0,1,2,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,-1.11022302462516e-16,1
"1117","locus237","In-water, Indonesia",3,0,1,2,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,-1.11022302462516e-16,2
"1118","locus239","In-water, Indonesia",3,0,1,2,0.666666666666667,0,0.533333333333333,0.666666666666667,-0.133333333333333,1
"1119","locus248","In-water, Indonesia",3,0,1,2,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,-1.11022302462516e-16,1
"1120","locus255","In-water, Indonesia",0,3,0,0,NA,NA,NA,0,NA,1
"1121","locus256","In-water, Indonesia",2,1,0.666666666666667,2,1,1,0.5,0.333333333333333,0.166666666666667,1
"1122","locus263","In-water, Indonesia",3,0,1,1,0.333333333333333,0,0,0,0,1
"1123","locus264","In-water, Indonesia",3,0,1,2,0.666666666666667,0,0.533333333333333,0.666666666666667,-0.133333333333333,1
"1124","locus274","In-water, Indonesia",3,0,1,2,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,-1.11022302462516e-16,1
"1125","locus280","In-water, Indonesia",2,1,0.666666666666667,2,1,1,0.5,0.333333333333333,0.166666666666667,1
"1126","locus282","In-water, Indonesia",3,0,1,2,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,-1.11022302462516e-16,1
"1127","locus286","In-water, Indonesia",3,0,1,2,0.666666666666667,0.333333333333333,0.533333333333333,0,0.533333333333333,1
"1128","locus291","In-water, Indonesia",3,0,1,2,0.666666666666667,0,0.6,0.333333333333333,0.266666666666667,2
"1129","locus292","In-water, Indonesia",3,0,1,2,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,-1.11022302462516e-16,1
"1130","locus296","In-water, Indonesia",3,0,1,1,0.333333333333333,0,0,0,0,1
"1131","locus301","In-water, Indonesia",3,0,1,2,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,-1.11022302462516e-16,1
"1132","locus314","In-water, Indonesia",3,0,1,1,0.333333333333333,0,0,0,0,1
"1133","locus321","In-water, Indonesia",3,0,1,2,0.666666666666667,0.333333333333333,0.533333333333333,0,0.533333333333333,1
"1134","locus322","In-water, Indonesia",3,0,1,2,0.666666666666667,0,0.533333333333333,0.666666666666667,-0.133333333333333,1
"1135","locus323","In-water, Indonesia",3,0,1,2,0.666666666666667,0,0.6,0.333333333333333,0.266666666666667,1
"1136","locus329","In-water, Indonesia",3,0,1,2,0.666666666666667,0,0.6,0.333333333333333,0.266666666666667,1
"1137","locus332","In-water, Indonesia",3,0,1,2,0.666666666666667,0,0.533333333333333,0.666666666666667,-0.133333333333333,1
"1138","locus349","In-water, Indonesia",0,3,0,0,NA,NA,NA,0,NA,1
"1139","locus358","In-water, Indonesia",3,0,1,2,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,-1.11022302462516e-16,1
"1140","locus359","In-water, Indonesia",3,0,1,1,0.333333333333333,0,0,0,0,1
"1141","locus360","In-water, Indonesia",2,1,0.666666666666667,2,1,1.5,0.666666666666667,0,0.666666666666667,1
"1142","Dc00544","HaevoSI-Winter",3,2,0.6,2,0.666666666666667,0,0.533333333333333,0.4,0.133333333333333,1
"1143","Dc01018","HaevoSI-Winter",4,1,0.8,2,0.5,0.25,0.535714285714286,0.2,0.335714285714286,1
"1144","Dc01661","HaevoSI-Winter",5,0,1,3,0.6,0,0.688888888888889,0.6,0.088888888888889,2
"1145","Dc01707","HaevoSI-Winter",5,0,1,4,0.8,0.4,0.711111111111111,0.8,-0.0888888888888889,2
"1146","Dc01784","HaevoSI-Winter",5,0,1,2,0.4,0,0.533333333333333,0.8,-0.266666666666667,1
"1147","Dc02951","HaevoSI-Winter",5,0,1,2,0.4,0,0.466666666666667,0.2,0.266666666666667,1
"1148","Dc03456","HaevoSI-Winter",5,0,1,2,0.4,0,0.355555555555555,0.4,-0.0444444444444446,1
"1149","Dc03556","HaevoSI-Winter",5,0,1,2,0.4,0,0.466666666666667,0.6,-0.133333333333333,1
"1150","Dc05864","HaevoSI-Winter",3,2,0.6,3,1,0.666666666666667,0.6,0.4,0.2,2
"1151","Dc06503","HaevoSI-Winter",3,2,0.6,1,0.333333333333333,0,0,0,0,1
"1152","Dc07300","HaevoSI-Winter",5,0,1,3,0.6,0.2,0.644444444444444,0.6,0.0444444444444445,2
"1153","Dc07937","HaevoSI-Winter",5,0,1,3,0.6,0.2,0.644444444444444,0.6,0.0444444444444445,2
"1154","Dc08054","HaevoSI-Winter",5,0,1,3,0.6,0.2,0.511111111111111,0.6,-0.0888888888888888,2
"1155","Dc08189","HaevoSI-Winter",5,0,1,3,0.6,0,0.733333333333333,1,-0.266666666666667,2
"1156","Dc08463","HaevoSI-Winter",5,0,1,2,0.4,0,0.466666666666667,0.6,-0.133333333333333,1
"1157","Dc08578","HaevoSI-Winter",3,2,0.6,2,0.666666666666667,0,0.533333333333333,0.4,0.133333333333333,2
"1158","Dc08865","HaevoSI-Winter",5,0,1,3,0.6,0,0.711111111111111,1,-0.288888888888889,2
"1159","Dc10003","HaevoSI-Winter",4,1,0.8,2,0.5,0.25,0.535714285714286,0.2,0.335714285714286,1
